ds,y
26/5/16,454
27/5/16,472
28/5/16,527
29/5/16,531
30/5/16,532.9
31/5/16,530.7
1/6/16,536.8
2/6/16,538.8
3/6/16,570.9
4/6/16,572.7
5/6/16,574
6/6/16,585.2
7/6/16,576.9
8/6/16,583
9/6/16,575.5
10/6/16,580.1
11/6/16,614.5
12/6/16,671
13/6/16,705.9
14/6/16,684.5
15/6/16,696.9
16/6/16,769.5
17/6/16,748.7
18/6/16,757.6
19/6/16,767.3
20/6/16,743.9
21/6/16,668.9
22/6/16,606
23/6/16,625.8
24/6/16,666
25/6/16,664.9
26/6/16,627.4
27/6/16,662.2
28/6/16,646.3
29/6/16,639.7
30/6/16,674.7
1/7/16,674.8
2/7/16,705
3/7/16,659.3
4/7/16,681.3
5/7/16,667.8
6/7/16,677
7/7/16,640.5
8/7/16,664.8
9/7/16,648.1
10/7/16,649.7
11/7/16,648
12/7/16,667.2
13/7/16,653.7
14/7/16,659.8
15/7/16,665.5
16/7/16,665.3
17/7/16,683.2
18/7/16,674.3
19/7/16,675
20/7/16,665.8
21/7/16,665
22/7/16,648
23/7/16,654
24/7/16,661.8
25/7/16,654.2
26/7/16,648.5
27/7/16,654.5
29/7/16,658.3
30/7/16,655
31/7/16,623.7
1/8/16,608
2/8/16,604
3/8/16,0
4/8/16,0
5/8/16,0
6/8/16,0
7/8/16,604.1
8/8/16,604.1
9/8/16,604.1
10/8/16,590.3
11/8/16,591.3
12/8/16,585.5
13/8/16,583.7
14/8/16,569.4
15/8/16,564.6
16/8/16,574.2
17/8/16,571.8
18/8/16,572.2
19/8/16,573.5
20/8/16,582
21/8/16,581.4
22/8/16,588
23/8/16,583.5
24/8/16,580.3
25/8/16,577.2
26/8/16,578
27/8/16,568.5
28/8/16,574.2
29/8/16,574.8
30/8/16,579.5
31/8/16,576.2
1/9/16,572.7
2/9/16,579.8
3/9/16,609.9
4/9/16,614.5
5/9/16,611.5
6/9/16,615.2
7/9/16,619.8
8/9/16,631.7
9/9/16,626.3
10/9/16,628
11/9/16,612.1
12/9/16,611.6
13/9/16,614.2
14/9/16,613.9
15/9/16,611.8
16/9/16,610
17/9/16,607.7
18/9/16,613
19/9/16,609.8
20/9/16,600
21/9/16,597.4
22/9/16,597.1
23/9/16,603.3
24/9/16,602.5
25/9/16,600.4
26/9/16,609.1
27/9/16,605.5
28/9/16,603.8
29/9/16,604.6
30/9/16,611.1
1/10/16,614.1
2/10/16,609.1
3/10/16,612.6
4/10/16,611
5/10/16,614.1
6/10/16,613.5
7/10/16,620.1
8/10/16,620.5
9/10/16,616.6
10/10/16,618.9
11/10/16,641.7
12/10/16,637.6
13/10/16,637
14/10/16,643
15/10/16,640.2
16/10/16,644.2
17/10/16,639.8
18/10/16,638.8
19/10/16,631.8
20/10/16,632.5
21/10/16,636.7
22/10/16,665
23/10/16,659
24/10/16,654.7
25/10/16,659.5
26/10/16,678.7
27/10/16,688.7
28/10/16,693.5
29/10/16,714.5
30/10/16,702.5
31/10/16,704.1
14/11/16,707.4
15/11/16,712.2
16/11/16,745
17/11/16,740.7
18/11/16,754
19/11/16,752.9
20/11/16,729.7
21/11/16,739
22/11/16,750
23/11/16,742
24/11/16,737.7
25/11/16,740.4
26/11/16,731.2
27/11/16,725
28/11/16,731.5
29/11/16,731
30/11/16,739
1/12/16,755.4
2/12/16,774.9
3/12/16,765.3
4/12/16,768.5
5/12/16,750.6
6/12/16,757.4
7/12/16,765
8/12/16,765
9/12/16,770.5
10/12/16,772.9
11/12/16,770.2
12/12/16,778
13/12/16,775
14/12/16,774.5
15/12/16,777.4
16/12/16,784.2
17/12/16,791
18/12/16,790.2
19/12/16,790.6
20/12/16,798
21/12/16,830
22/12/16,859.2
23/12/16,919
24/12/16,895.2
25/12/16,898
26/12/16,906.4
27/12/16,936.3
28/12/16,981.7
29/12/16,972.6
30/12/16,959.3
31/12/16,966.6
1/1/17,999
2/1/17,1019.3
3/1/17,1037.5
4/1/17,1139.6
5/1/17,1003.2
6/1/17,898
7/1/17,908.8
8/1/17,915.9
9/1/17,903
10/1/17,905.8
11/1/17,778.6
12/1/17,804.6
13/1/17,828.1
14/1/17,815.3
15/1/17,820.7
16/1/17,830.1
17/1/17,904
18/1/17,887.8
19/1/17,900.3
20/1/17,896
21/1/17,924
22/1/17,923.7
23/1/17,910
24/1/17,886.1
25/1/17,893.3
26/1/17,915.1
27/1/17,916.7
28/1/17,919.4
29/1/17,912.6
30/1/17,917.4
31/1/17,966.2
1/2/17,983.7
2/2/17,1005.7
3/2/17,1015.7
4/2/17,1031.1
5/2/17,1006.6
6/2/17,1022.6
7/2/17,1052.1
8/2/17,1048.8
9/2/17,985
10/2/17,992
11/2/17,1000.3
12/2/17,996
13/2/17,996.5
14/2/17,1013.7
15/2/17,1013.8
16/2/17,1038.4
17/2/17,1056.2
18/2/17,1059.8
19/2/17,1056.2
20/2/17,1091.2
21/2/17,1129.6
22/2/17,1125.3
23/2/17,1190.9
24/2/17,1185.1
25/2/17,1153
26/2/17,1178.3
27/2/17,1195.5
28/2/17,1189.1
1/3/17,1232.8
2/3/17,1262.3
3/3/17,1288.2
4/3/17,1267.8
5/3/17,1278.4
6/3/17,1279.3
7/3/17,1232.4
8/3/17,1149.3
9/3/17,1190.4
10/3/17,1113.6
11/3/17,1172.8
12/3/17,1225.2
13/3/17,1238.5
14/3/17,1245
15/3/17,1256.1
16/3/17,1169
17/3/17,1068.4
18/3/17,971
19/3/17,1016.1
20/3/17,1039
21/3/17,1115
22/3/17,1039.1
23/3/17,1033
24/3/17,943.1
25/3/17,972.2
26/3/17,969
27/3/17,1042.7
28/3/17,1044.7
29/3/17,1041.8
30/3/17,1041
31/3/17,1081.7
1/4/17,1093.2
2/4/17,1107.6
3/4/17,1150.2
4/4/17,1145
5/4/17,1140.6
6/4/17,1191.5
7/4/17,1196.6
8/4/17,1188.1
9/4/17,1215.9
10/4/17,1220.3
11/4/17,1235.6
12/4/17,1227.4
13/4/17,1187
14/4/17,1206.8
15/4/17,1193.3
16/4/17,1212
17/4/17,1240
18/4/17,1265.4
19/4/17,1260.5
20/4/17,1308.4
21/4/17,1325.6
22/4/17,1347.5
23/4/17,1355.2
24/4/17,1345
25/4/17,1370.3
26/4/17,1399.3
27/4/17,1440.3
28/4/17,1415.6
29/4/17,1423.6
30/4/17,1435.2
1/5/17,1533.1
2/5/17,1560
3/5/17,1617.8
4/5/17,1607.1
5/5/17,1545.1
6/5/17,1597.1
7/5/17,1619.9
8/5/17,1703.2
9/5/17,1760
10/5/17,1796.8
11/5/17,1853.9
12/5/17,1735
13/5/17,1820.4
14/5/17,1828.1
15/5/17,1772.5
16/5/17,1785.7
17/5/17,1870
18/5/17,1941.5
19/5/17,1966.5
20/5/17,2059.7
21/5/17,2029.2
22/5/17,2085.5
23/5/17,2249.3
24/5/17,2394.8
25/5/17,2252
26/5/17,2127.3
27/5/17,1972.3
28/5/17,2056.6
29/5/17,2207.4
30/5/17,2146.7
31/5/17,2191.8
1/6/17,2311.6
2/6/17,2405.9
3/6/17,2461
4/6/17,2488.2
5/6/17,2636.2
6/6/17,2843.6
7/6/17,2642.6
8/6/17,2782.1
9/6/17,2809
10/6/17,2806
11/6/17,2936.3
12/6/17,2571.8
13/6/17,2676.4
14/6/17,2395
15/6/17,2377.4
16/6/17,2437
17/6/17,2610
18/6/17,2491.5
19/6/17,2580.8
20/6/17,2712.2
21/6/17,2621.2
22/6/17,2672.8
23/6/17,2674.9
24/6/17,2502.6
25/6/17,2477.7
26/6/17,2394.6
27/6/17,2521.2
28/6/17,2518.2
29/6/17,2470.1
30/6/17,2420.7
1/7/17,2349.5
2/7/17,2445
3/7/17,2524
4/7/17,2582.6
5/7/17,2598.5
6/7/17,2593.1
7/7/17,2479.3
8/7/17,2542
9/7/17,2478
10/7/17,2318.3
11/7/17,2282.1
12/7/17,2374.4
13/7/17,2329
14/7/17,2205.1
15/7/17,1978.6
16/7/17,1924.9
17/7/17,2219
18/7/17,2302.1
19/7/17,2253.1
20/7/17,2856.3
21/7/17,2664
22/7/17,2845.7
23/7/17,2747.5
24/7/17,2769.7
25/7/17,2560.9
26/7/17,2525.7
27/7/17,2664.9
28/7/17,2784.8
29/7/17,2714.1
30/7/17,2749
31/7/17,2856
1/8/17,2731.2
2/8/17,2702
3/8/17,2790.3
4/8/17,2860
5/8/17,3256.4
6/8/17,3227.9
7/8/17,3396.7
8/8/17,3415
9/8/17,3339.9
10/8/17,3407.9
11/8/17,3644.1
12/8/17,3865.5
13/8/17,4053.3
14/8/17,4319.5
15/8/17,4151.9
16/8/17,4386.3
17/8/17,4260
18/8/17,4090.2
19/8/17,4145.1
20/8/17,4064.3
21/8/17,4002.5
22/8/17,4074
23/8/17,4129.1
24/8/17,4325.2
25/8/17,4351.5
26/8/17,4341.7
27/8/17,4331.8
28/8/17,4383.8
29/8/17,4587.1
30/8/17,4569
31/8/17,4718.2
1/9/17,4904.9
2/9/17,4534.4
3/9/17,4595
4/9/17,4200.4
5/9/17,4374.9
6/9/17,4589.1
7/9/17,4613.5
8/9/17,4305.8
9/9/17,4317.9
10/9/17,4232.1
11/9/17,4203
12/9/17,4142.9
13/9/17,3849.7
14/9/17,3238.1
15/9/17,3698
16/9/17,3685.4
17/9/17,3666.3
18/9/17,4084.1
19/9/17,3900
20/9/17,3873.2
21/9/17,3603.4
22/9/17,3598.5
23/9/17,3779.6
24/9/17,3652.8
25/9/17,3930
26/9/17,3879.1
27/9/17,4205.4
28/9/17,4190
29/9/17,4169.9
30/9/17,4367
1/10/17,4404.3
2/10/17,4400.1
3/10/17,4311.1
4/10/17,4215.1
5/10/17,4315.4
6/10/17,4371
7/10/17,4436
8/10/17,4613.1
9/10/17,4782.3
10/10/17,4777
11/10/17,4824.9
12/10/17,5428.5
13/10/17,5636.8
14/10/17,5835
15/10/17,5698.6
16/10/17,5764.4
17/10/17,5597.1
18/10/17,5565
19/10/17,5694
20/10/17,5984.5
21/10/17,6005.1
22/10/17,5980.5
23/10/17,5906.9
24/10/17,5509.5
25/10/17,5720
26/10/17,5890
27/10/17,5759.6
28/10/17,5720.6
29/10/17,6156
30/10/17,6125.3
31/10/17,6458.3
1/11/17,6727.3
2/11/17,7019.9
3/11/17,7278.4
4/11/17,7369
5/11/17,7382
6/11/17,6955
7/11/17,7103.3
8/11/17,7442.4
9/11/17,7126.2
10/11/17,6542.2
11/11/17,6300.7
12/11/17,5822.1
13/11/17,6474.6
14/11/17,6579.2
15/11/17,7278.3
16/11/17,7864.2
17/11/17,7677.9
18/11/17,7773.3
19/11/17,8054.2
20/11/17,8245.1
21/11/17,8097.3
22/11/17,8230.1
23/11/17,7977.1
24/11/17,8191.6
25/11/17,8766.2
26/11/17,9316
27/11/17,9728.8
28/11/17,9898
29/11/17,9749.4
30/11/17,9907
1/12/17,10869
2/12/17,10881
3/12/17,11157
4/12/17,11595
5/12/17,11595
6/12/17,13527
7/12/17,16601
8/12/17,15869
9/12/17,14660
10/12/17,14997
11/12/17,16754
12/12/17,16967
13/12/17,16181
14/12/17,16383
15/12/17,17522
16/12/17,19187
17/12/17,18971
18/12/17,18934
19/12/17,17345
20/12/17,16425
21/12/17,15666.8
22/12/17,13170
23/12/17,14035
24/12/17,13476
25/12/17,13623
26/12/17,15679
27/12/17,15374
28/12/17,14315
29/12/17,14317
30/12/17,12377
31/12/17,13800
1/1/18,13354
2/1/18,14709.8
3/1/18,15155
4/1/18,15160
5/1/18,16917
6/1/18,17161
7/1/18,16196
8/1/18,14930
9/1/18,14423
10/1/18,14896
11/1/18,13266
12/1/18,13783
13/1/18,14191
14/1/18,13558
15/1/18,13575
16/1/18,11072
17/1/18,11082
18/1/18,11045
19/1/18,11476
20/1/18,12728
21/1/18,11514
22/1/18,10771
23/1/18,10819
24/1/18,11414
25/1/18,11146
26/1/18,11070
27/1/18,11461
28/1/18,11839
29/1/18,11212
30/1/18,10175
31/1/18,10284
1/2/18,9181.1
2/2/18,8895.8
3/2/18,9219.4
4/2/18,8200
5/2/18,6949.9
6/2/18,7673.8
7/2/18,7587
8/2/18,8235.1
9/2/18,8683.2
10/2/18,8563.1
11/2/18,8069
12/2/18,8900.6
13/2/18,8515.9
14/2/18,9455.4
15/2/18,9996.9
16/2/18,10162
17/2/18,11053.5
18/2/18,10372
19/2/18,11173
20/2/18,11218
21/2/18,10455
22/2/18,9830
23/2/18,10145
24/2/18,9666.3
25/2/18,9557.4
26/2/18,10321
27/2/18,10569
28/2/18,10315
1/3/18,10925
2/3/18,11025
3/3/18,11440
4/3/18,11501
5/3/18,11416
6/3/18,10720
7/3/18,9902.9
8/3/18,9300
9/3/18,9217
10/3/18,8762
11/3/18,9528
12/3/18,9121
13/3/18,9135
14/3/18,8186.6
15/3/18,8252.9
16/3/18,8251
17/3/18,7851
18/3/18,8200.2
19/3/18,8600.1
20/3/18,8899.7
21/3/18,8900.1
22/3/18,8706.4
23/3/18,8908
24/3/18,8535
25/3/18,8445.1
26/3/18,8119.1
27/3/18,7784.5
28/3/18,7936.1
29/3/18,7094
30/3/18,6840.4
31/3/18,6925.3
1/4/18,6810
2/4/18,7052.7
3/4/18,7405.6
4/4/18,6785.9
5/4/18,6765
6/4/18,6610.2
7/4/18,6892.6
8/4/18,7023.9
9/4/18,6764.6
10/4/18,6839.3
11/4/18,6943.1
12/4/18,7912
13/4/18,7885.8
14/4/18,8002.9
15/4/18,8354.1
16/4/18,8056.2
17/4/18,7889.9
18/4/18,8166.3
19/4/18,8272.8
20/4/18,8866.1
21/4/18,8919.1
22/4/18,8800
23/4/18,8940
24/4/18,9644.4
25/4/18,8878.4
26/4/18,9279.3
27/4/18,8920.1
28/4/18,9345.3
29/4/18,9398.6
30/4/18,9240
1/5/18,9067
2/5/18,9236.4
3/5/18,9762.1
4/5/18,9702.8
5/5/18,9859.6
6/5/18,9658.7
7/5/18,9370
8/5/18,9184.7
9/5/18,9318.2
10/5/18,9018.7
11/5/18,8412.4
12/5/18,8462.7
13/5/18,8683.6
14/5/18,8670.8
15/5/18,8467.5
16/5/18,8336.1
17/5/18,8051.8
18/5/18,8239
19/5/18,8232.3
20/5/18,8523.7
21/5/18,8393.4
22/5/18,7977.3
23/5/18,7494.8
24/5/18,7576.7
25/5/18,7458
26/5/18,7330.3
27/5/18,7339.7
28/5/18,7097.9
29/5/18,7460
30/5/18,7375.1
31/5/18,7485.8
1/6/18,7521
2/6/18,7638.1
3/6/18,7718
4/6/18,7488.3
5/6/18,7621.7
6/6/18,7654
7/6/18,7688.9
8/6/18,7615.1
9/6/18,7498.6
10/6/18,6757.3
11/6/18,6873.3
12/6/18,6543.9
13/6/18,6295.2
14/6/18,6633.7
15/6/18,6385
16/6/18,6485.9
17/6/18,6435.7
18/6/18,6709.2
19/6/18,6737.5
20/6/18,6760.4
21/6/18,6713.5
22/6/18,6042.6
23/6/18,6152
24/6/18,6148
25/6/18,6246.6
26/6/18,6078.5
27/6/18,6133.1
28/6/18,5850
29/6/18,6208.1
30/6/18,6391.5
1/7/18,6349.7
2/7/18,6581.3
3/7/18,6500
4/7/18,6590
5/7/18,6540.2
6/7/18,6602.1
7/7/18,6761.7
8/7/18,6707
9/7/18,6666.7
10/7/18,6301.5
11/7/18,6377.8
12/7/18,6249
13/7/18,6220
14/7/18,6250.1
15/7/18,6347.2
16/7/18,6729.2
17/7/18,7319.8
18/7/18,7379.4
19/7/18,7473.5
20/7/18,7333.1
21/7/18,7403.3
22/7/18,7400.5
23/7/18,7719.8
24/7/18,8394.5
25/7/18,8176
26/7/18,7939
27/7/18,8185.7
28/7/18,8246.4
29/7/18,8221
30/7/18,8179.6
31/7/18,7730.6
1/8/18,7608.8
2/8/18,7535.2
3/8/18,7420
4/8/18,7013.2
5/8/18,7025.8
6/8/18,6941.3
7/8/18,6720.5
8/8/18,6279.2
9/8/18,6529.1
10/8/18,6146.8
11/8/18,6232.7
12/8/18,6313.9
13/8/18,6251.9
14/8/18,6189
15/8/18,6270.1
16/8/18,6314
17/8/18,6583.3
18/8/18,6391.2
19/8/18,6485.1
20/8/18,6255.9
21/8/18,6479.1
22/8/18,6354.9
23/8/18,6527.2
24/8/18,6695.9
25/8/18,6732.9
26/8/18,6708.4
27/8/18,6909.5
28/8/18,7079.7
29/8/18,7000.0
30/8/18,7054.3
31/8/18,6932.7
1/9/18,6981.9
2/9/18,7100.9
3/9/18,7247.9
4/9/18,7260.9
5/9/18,7326.9
6/9/18,7113.1
7/9/18,6433.3
8/9/18,6444.8
9/9/18,6366.1
10/9/18,6286.4
11/9/18,6297.9
12/9/18,6296.3
13/9/18,6273.1
14/9/18,6450.2
15/9/18,6499.1
16/9/18,6518.7
17/9/18,6480.6
18/9/18,6400.6
19/9/18,6296.6
20/9/18,6335.8
21/9/18,6418.6
22/9/18,6670.0
23/9/18,6709.3
24/9/18,6710.4
25/9/18,6639.3
26/9/18,6412.5
27/9/18,6468.6
28/9/18,6535.5
29/9/18,6677.3
30/9/18,6550.5
1/10/18,6593.1
2/10/18,6591.0
3/10/18,6562.6
4/10/18,6470.4
5/10/18,6563.6
6/10/18,6568.5
7/10/18,6581.5
8/10/18,6558.5
9/10/18,6618.6
10/10/18,6621.7
11/10/18,6563.0
12/10/18,6248.6
13/10/18,6260.5
14/10/18,6260.6
15/10/18,6299.4
16/10/18,6452.6
17/10/18,6596.6
18/10/18,6596.3
19/10/18,6568.0
20/10/18,6487.4
21/10/18,6488.8
22/10/18,6531.6
23/10/18,6498.5
24/10/18,6481.4
25/10/18,6508.3
26/10/18,6478.1
27/10/18,6473.8
28/10/18,6465.9
29/10/18,6448.2
30/10/18,6382.7
31/10/18,6309.5
1/11/18,6310.3
2/11/18,6342.3
3/11/18,6387.7
4/11/18,6363.8
5/11/18,6391.9
6/11/18,6437.0
7/11/18,6445.4
8/11/18,6538.8
9/11/18,6486.3
10/11/18,6411.3
11/11/18,6399.0
12/11/18,6378.3
13/11/18,6401.9
14/11/18,6372.1
15/11/18,6176.2
16/11/18,5615.2
17/11/18,5596.2
18/11/18,5558.2
19/11/18,5606.0
20/11/18,5303.9
21/11/18,4672.0
22/11/18,4533.7
23/11/18,4548.8
24/11/18,4309.3
25/11/18,4293.8
26/11/18,3823.5
27/11/18,3920.5
28/11/18,3751.7
29/11/18,4103.5
30/11/18,4263.8
1/12/18,4106.9
2/12/18,4116.8
3/12/18,4167.5
4/12/18,3967.5
5/12/18,3961.5
6/12/18,3858.3
7/12/18,3742.9
8/12/18,3405.6
9/12/18,3435.3
10/12/18,3528.8
11/12/18,3524.0
12/12/18,3426.2
13/12/18,3462.0
14/12/18,3406.8
15/12/18,3278.4
16/12/18,3225.3
17/12/18,3271.2
